player,pos,exp,hgt,team,conf,min,mpg,ast_to,usg,ortg,ts,year,ft_pct,two_pct,three_pct,rim_pct,mid_pct,porpag,dporpag,adj_oe,drtg,adj_de,stops,obpm,dbpm,bpm,oreb_rate,dreb_rate,ast,to,blk,stl,ftr,pfr,fg_pct,barthag,adj_o,adj_d,adj_t,wab,nc_elite_sos,nc_fut_sos,nc_cur_sos,ov_elite_sos,ov_fut_sos,ov_cur_sos,previous_team,previous_conference,is_transfer,previous_ortg,previous_drtg,previous_ts,previous_usg,previous_porpag,previous_adj_oe,previous_adj_de,previous_bpm,previous_team_adjo,previous_team_adjd,previous_barthag,change_ortg,change_drtg,change_ts,change_usg,change_porpag,change_adj_oe,change_adj_de,change_bpm,change_team_adjo,change_team_adjd,change_barthag
Abdoulaye Thiam,Wing G,So,6-3,High Point,BSth,75.4,29.5484,0.63770328,22.2,100.0,52.94,2023,0.739,0.492,0.333,0.6377,0.3279,1.29362,1.73301,99.5861,110.708,112.678,138.688,-0.203278,-2.5851,-2.78838,3.4,10.7,9.3,18.3,0.5,1.5,27.6,2.7,0.398119122257053,0.23788,99.6362,110.252,71.3926,-12.930561352838,10.0,0.3462,0.3462,8.0,0.3566,0.3566,Minnesota,B10,True,60.4,106.388,33.52,25.9,-0.216611,65.9701,101.704,-13.9611,106.1,100.789,0.643501,39.6,4.319999999999993,19.419999999999995,-3.6999999999999993,1.510231,33.616,10.974000000000004,11.17272,-6.463799999999992,9.462999999999994,-0.405621
Abdul Ado,C,Sr,6-11,Cincinnati,Amer,42.2,17.3125,0.76011267,10.8,97.5,51.35,2022,0.4,0.545,0.0,0.6364,0.4091,0.108022,2.41556,87.185,88.6484,87.4351,136.607,-1.9084,5.18704,3.27864,10.0,18.1,5.6,25.1,8.7,3.1,72.7,5.0,0.545454545454545,0.703505,104.428,96.8697,67.6512,-4.6240491700468,14.0,0.3904,0.3904,23.0,0.5701,0.5701,Mississippi St.,SEC,True,105.8,95.5929,58.01,12.9,1.3754,99.7835,92.302,3.49236,106.95,95.0076,0.796027,-8.299999999999997,-6.944500000000005,-6.659999999999997,-2.0999999999999996,-1.267378,-12.598500000000001,-4.866900000000001,-0.2137199999999999,-2.5220000000000056,1.862099999999998,-0.092522
Abou Ousmane,C,Sr,6-10,Xavier,BE,53.2,21.2647,0.84614885,20.7,96.1,46.82,2024,0.45,0.469,0.25,0.5379,0.3544,1.05582,2.70553,102.885,100.678,93.9105,157.84,-1.60915,2.07389,0.464748,14.2,18.5,11.3,19.4,5.8,1.9,27.9,6.4,0.465116279069767,0.799677,111.703,99.0345,71.118,-1.9988820188409,27.0,0.6012,0.6012,38.0,0.7311,0.7311,North Texas,CUSA,True,107.2,88.8144,52.8,27.1,2.55745,118.019,87.7106,3.61755,110.039,93.8183,0.862236,-11.100000000000009,11.863599999999991,-5.979999999999997,-6.400000000000002,-1.5016299999999998,-15.134,6.1998999999999995,-3.152802,1.6640000000000015,5.216200000000001,-0.06255900000000003
Abou Ousmane,PF/C,Sr,10-Jun,Oklahoma St.,B12,54.9,22.5971,0.42105579,25.5,108.0,57.31,2025,0.729,0.52,0.405,0.5491,0.4578,2.52251,2.67829,121.949,103.331,97.6224,162.538,2.47157,1.54422,4.01579,9.3,17.3,7.4,16.2,5.5,2.5,44.6,4.9,0.503355705,,,,,,11.0,0.4495,0.4495,34.0,0.7164,0.7164,Xavier,BE,True,96.1,100.678,46.82,20.7,1.05582,102.885,93.9105,0.464748,111.703,99.0345,0.799677,11.900000000000006,2.653000000000006,10.490000000000002,4.800000000000001,1.46669,19.063999999999993,3.7119,3.551042,,,
Aboubacar Traore,PF/C,Sr,5-Jun,Louisville,ACC,24.1,13.56,0.48275864,20.6,103.2,56.23,2025,0.676,0.556,0.167,0.6197,0.1,0.864801,1.9476,108.158,95.1753,90.3877,78.07,-1.07436,2.92069,1.84633,12.9,22.8,7.7,24.0,3.7,2.2,39.1,5.5,0.528735632,,,,,,28.0,0.6232,0.6232,30.0,0.6988,0.6988,Long Beach St.,BW,True,109.4,100.794,56.45,22.6,2.63406,112.852,102.168,4.55584,105.121,107.665,0.431685,-6.200000000000003,-5.618700000000004,-0.22000000000000597,-2.0,-1.769259,-4.694000000000003,-11.780300000000011,-2.70951,,,
Abramo Canka,Wing G,So,6-6,Wake Forest,ACC,3.5,3.3333,0.33349998,14.6,69.3,31.82,2024,0.0,0.333,0.2,0.4,0.0,-0.26432,0.241962,65.5342,112.075,109.483,5.35434,-5.40611,-4.24968,-9.6558,7.5,2.3,3.2,23.9,0.0,0.0,0.0,3.2,0.272727272727273,0.862366,116.995,99.7394,68.2764,-1.046971475552,15.0,0.4781,0.4781,27.0,0.6775,0.6775,UCLA,P12,True,110.9,95.5354,57.09,15.0,0.362563,106.386,92.6662,1.75449,114.914,88.482,0.952842,-41.60000000000001,16.539600000000007,-25.270000000000003,-0.40000000000000036,-0.6268830000000001,-40.8518,16.8168,-11.41029,2.081000000000003,11.257400000000004,-0.090476
Abramo Canka,Wing G,Jr,7-Jun,Stetson,ASun,53.2,25.9731,1.25006963,17.5,107.8,54.95,2025,0.689,0.546,0.328,0.6044,0.3571,1.01351,1.30826,100.791,116.648,117.565,112.34,-0.444071,-1.79794,-2.24201,3.9,14.5,9.7,12.4,1.7,2.0,25.4,1.9,0.474576271,,,,,,17.0,0.4087,0.4087,11.0,0.3596,0.3596,Wake Forest,ACC,True,69.3,112.075,31.82,14.6,-0.26432,65.5342,109.483,-9.6558,116.995,99.7394,0.862366,38.5,4.572999999999993,23.130000000000003,2.9000000000000004,1.2778299999999998,35.2568,8.081999999999994,7.413789999999999,,,
Achile Spadone,Wing G,Jr,4-Jun,Bucknell,Pat,75.9,31.7576,1.20460509,15.7,106.1,53.59,2025,0.81,0.507,0.293,0.618,0.2889,0.730824,2.52447,96.7125,104.573,107.83,182.458,-2.33896,0.362416,-1.97654,4.6,12.6,9.5,15.9,0.7,2.3,37.2,3.8,0.420353982,,,,,,24.0,0.4959,0.4959,12.0,0.3312,0.3312,Davidson,A10,True,89.1,103.768,44.6,16.0,-0.0862999,86.1167,101.862,-2.77924,105.055,100.383,0.627877,17.0,0.8049999999999926,8.990000000000002,-0.3000000000000007,0.8171239,10.595800000000011,5.9680000000000035,0.8027000000000002,,,
Achor Achor,Wing F,Sr,9-Jun,Kansas St.,B12,7.0,13.2286,0.55557284,27.5,103.5,59.72,2025,0.667,0.607,0.333,0.7,0.375,1.02418,1.29113,112.091,100.555,103.652,17.9915,-3.2623,0.927348,-2.33495,8.7,15.1,12.6,20.8,0.0,3.2,32.4,7.8,0.540540541,,,,,,17.0,0.4909,0.4909,36.0,0.7332,0.7332,Samford,SC,True,119.2,97.7032,64.89,28.7,3.43737,131.346,99.3058,7.07137,112.515,103.137,0.731222,-15.700000000000003,2.8518000000000114,-5.170000000000002,-1.1999999999999993,-2.41319,-19.25500000000001,4.346199999999996,-9.406320000000001,,,
Adam Cisse,C,Sr,6-10,Maine,AE,40.6,16.8387,0.72410473,14.8,96.1,52.36,2024,0.632,0.494,0.0,0.5333,0.25,-0.064187,1.93072,87.475,94.8616,97.4443,111.314,-3.90667,3.05989,-0.846782,7.9,20.8,7.2,22.0,9.0,1.7,43.7,5.0,0.494252873563218,0.324925,95.8154,102.106,65.6047,-12.163044698826,13.0,0.4104,0.4104,11.0,0.3959,0.3959,Manhattan,MAAC,True,109.8,98.4475,54.46,14.3,0.63605,99.2702,101.332,-0.798532,96.3815,108.651,0.201335,-13.700000000000003,-3.5859000000000094,-2.1000000000000014,0.5,-0.700237,-11.795200000000008,-3.8876999999999953,-0.048250000000000015,-0.5661000000000058,-6.545000000000002,0.12359000000000003
Adam Comer,C,Sr,9-Jun,Charleston,CAA,3.3,3.04,0.93379996,7.4,137.4,44.69,2025,0.0,0.5,0.0,0.5,,0.230119,0.313535,111.625,100.833,102.015,8.95218,-1.65631,0.593812,-1.0625,16.4,23.3,3.8,0.0,2.6,1.3,25.0,5.6,0.5,,,,,,,,,,,,College of Charleston,CAA,True,125.5,106.984,50.0,18.8,0.0941333,121.13,108.629,-5.26617,,,,11.900000000000006,-6.150999999999996,-5.310000000000002,-11.4,0.1359857,-9.504999999999995,-6.614000000000004,4.20367,,,
Adam Miller,Combo G,So,6-3,LSU,SEC,82.6,33.0303,0.79712088,20.2,93.7,48.6,2023,0.829,0.377,0.316,0.4333,0.3148,1.13954,2.54545,97.1728,111.04,107.022,151.802,-0.877886,-1.23731,-2.1152,0.9,7.3,10.7,18.7,0.7,1.5,23.4,2.2,0.336182336182336,0.545863,105.864,104.184,65.7721,-7.298873473518,10.0,0.4056,0.4056,26.0,0.6345,0.6345,Illinois,B10,True,101.5,98.7638,52.01,15.6,1.36925,100.907,91.6307,1.79129,116.918,90.6497,0.949137,-7.799999999999997,12.276200000000003,-3.4099999999999966,4.6,-0.22971000000000008,-3.7342000000000013,15.391300000000001,-3.9064900000000002,-11.054000000000002,13.534300000000002,-0.403274
Adam Miller,Combo G,Jr,6-3,Arizona St.,P12,56.2,31.3913,1.02779202,20.0,99.1,52.96,2024,0.818,0.5,0.303,0.5273,0.4681,1.77149,3.13088,104.928,108.644,101.678,111.045,0.13499,-0.228346,-0.0933563,0.7,10.8,10.4,14.1,0.3,1.5,34.4,2.0,0.392857142857143,0.606741,103.321,99.498,69.1075,-5.8568241539088,22.0,0.6296,0.6296,29.0,0.7231,0.7231,LSU,SEC,True,93.7,111.04,48.6,20.2,1.13954,97.1728,107.022,-2.1152,105.864,104.184,0.545863,5.3999999999999915,-2.396000000000001,4.359999999999999,-0.1999999999999993,0.63195,7.755200000000002,-5.344000000000008,2.0218437000000002,-2.5430000000000064,-4.685999999999993,0.06087799999999999
Adam Moussa,Pure PG,Sr,3-Jun,Cal Baptist,WAC,46.6,24.128,2.0,17.1,97.3,50.18,2025,0.75,0.446,0.344,0.5556,0.4043,0.46566,2.27041,95.4244,101.724,104.255,111.024,-1.20024,1.76301,0.56277,1.1,10.6,30.2,28.8,1.2,3.1,15.9,3.0,0.396825397,,,,,,15.0,0.497,0.497,12.0,0.4506,0.4506,Tarleton St.,WAC,True,100.3,104.014,49.29,18.6,0.554953,99.055,106.624,0.745031,108.482,105.162,0.588414,-3.0,-2.289999999999992,0.8900000000000006,-1.5,-0.08929300000000001,-3.630600000000001,-2.3689999999999998,-0.182261,,,
Adama Bal,Combo G,Jr,6-7,Santa Clara,WCC,71.4,31.1333,1.3623044,23.0,109.3,56.1,2024,0.815,0.506,0.34,0.5714,0.403,2.81968,2.93926,114.385,105.832,103.673,151.988,0.942161,-0.0475778,0.894583,1.5,9.8,18.5,18.3,0.7,1.5,37.7,2.9,0.430379746835443,0.637329,108.709,103.508,69.1522,-4.0031297196917,19.0,0.5291,0.5291,21.0,0.5345,0.5345,Arizona,P12,True,101.1,100.41,54.17,15.9,0.383074,100.643,98.6675,0.318742,119.351,95.4127,0.929196,8.200000000000003,5.421999999999997,1.9299999999999997,7.1,2.436606,13.742000000000004,5.005499999999998,0.575841,-10.641999999999996,8.095299999999995,-0.291867
Adante' Holiman,Scoring PG,So,6-0,UTSA,Amer,34.3,21.6,1.81818178,19.7,95.8,44.98,2024,0.743,0.333,0.305,0.3158,0.375,0.447148,0.937848,94.5796,115.394,117.986,67.0738,-2.56802,-1.91369,-4.4817,0.2,8.2,17.5,14.5,0.5,1.8,23.5,3.6,0.315436241610738,0.34664,106.428,112.459,70.6412,-14.75763532248,8.0,0.3109,0.3109,14.0,0.4772,0.4772,UT Rio Grande Valley,WAC,True,94.9,113.492,57.82,21.2,0.617918,95.804,112.776,-4.35278,102.265,110.039,0.300985,0.8999999999999915,1.902000000000001,-12.840000000000003,-1.5,-0.17076999999999998,-1.2244000000000028,5.210000000000008,-0.12891999999999992,4.162999999999997,2.4200000000000017,0.045655
Aden Holloway,Combo G,So,1-Jun,Alabama,SEC,52.5,21.1324,1.63631003,20.5,121.8,62.14,2025,0.776,0.574,0.412,0.5397,0.6316,3.09233,2.3555,132.234,110.355,99.44,123.818,5.53892,1.38938,6.92829,1.1,7.6,15.8,14.4,0.1,1.5,18.6,3.2,0.46474359,,,,,,35.0,0.7297,0.7297,48.0,0.8328,0.8328,Auburn,SEC,True,103.9,103.949,45.38,20.8,1.39985,108.576,98.4334,0.724789,121.011,93.0723,0.953417,17.89999999999999,6.406000000000006,16.759999999999998,-0.3000000000000007,1.69248,23.658000000000015,1.0065999999999917,6.203500999999999,,,
Adetokunbo Bakare,Combo G,So,6-3,Rider,MAAC,12.4,7.3182,1.50000012,15.1,122.8,61.78,2023,0.333,0.214,0.609,0.1667,0.25,0.600045,0.368238,112.547,108.567,113.694,20.0989,1.65899,-2.3053,-0.646308,1.7,10.5,7.8,11.1,0.0,0.4,24.3,4.4,0.459459459459459,0.393058,104.577,108.604,65.0094,-9.4165895771087,15.0,0.3996,0.3996,10.0,0.3665,0.3665,NJIT,AE,True,67.1,98.0027,37.57,24.9,-0.349484,69.429,104.691,-10.6369,94.3351,107.705,0.178835,55.7,10.564299999999989,24.21,-9.799999999999999,0.9495290000000001,43.117999999999995,9.003,9.990592000000001,10.241900000000001,0.8990000000000009,0.21422300000000002
Adetokunbo Bakare,Wing G,Sr,2-Jun,Saint Peter's,MAAC,32.6,14.7346,1.66637788,16.2,118.9,53.75,2025,0.889,0.536,0.329,0.6111,0.4,0.907062,1.21293,108.32,103.156,106.977,58.6964,1.02156,0.583352,1.60491,4.7,13.6,8.0,9.7,0.3,2.1,17.3,2.5,0.384615385,,,,,,12.0,0.389,0.389,7.0,0.3035,0.3035,Rider,MAAC,True,122.8,108.567,61.78,15.1,0.600045,112.547,113.694,-0.646308,104.577,108.604,0.393058,-3.8999999999999915,-5.410999999999987,-8.030000000000001,1.0999999999999996,0.307017,-4.227000000000004,-6.716999999999999,2.251218,,,
Adham Eleeda,Wing G,Sr,6-5,Bryant,NEC,79.4,31.7812,0.7179193,14.7,105.5,52.24,2022,0.844,0.455,0.331,0.8,0.1667,0.976506,2.07732,94.2541,103.95,108.558,172.459,-0.511464,-1.39574,-1.90721,2.0,13.1,4.6,14.3,0.2,1.3,15.9,2.6,0.335689045936396,0.465123,102.868,104.125,72.2805,-4.789364240988,19.0,0.4418,0.4418,9.0,0.3159,0.3159,Northern Kentucky,Horz,True,114.5,110.23,53.55,12.8,0.899338,99.214,110.727,-2.88415,102.883,108.274,0.357265,-9.0,-6.280000000000001,-1.3099999999999952,1.8999999999999986,0.07716800000000001,-4.959900000000005,-2.168999999999997,0.9769399999999999,-0.015000000000000568,-4.149000000000001,0.10785800000000001
Adong Makuoi,C,Sr,6-9,Tennessee St.,OVC,56.7,22.5,0.27905939,18.4,107.1,59.39,2023,0.535,0.604,0.0,0.6929,0.3333,0.985936,1.7262,99.7591,102.337,107.295,130.74,-2.74389,-0.252174,-2.99606,9.2,16.2,2.9,17.8,5.5,1.4,41.8,6.7,0.6,0.266324,100.305,109.545,70.3865,-11.527112710625,5.0,0.2196,0.2196,5.0,0.2358,0.2358,Northern Illinois,MAC,True,94.7,104.453,53.74,20.6,0.454594,93.1821,104.847,-5.60599,92.4087,103.525,0.213113,12.399999999999991,-2.1159999999999997,5.649999999999999,-2.200000000000003,0.531342,6.576999999999998,2.4480000000000075,2.6099300000000003,7.896300000000011,6.019999999999996,0.05321100000000001
Adonis Arms,Wing G,Sr,6-5,Texas Tech,B12,64.3,25.973,1.50721223,19.7,106.0,54.83,2022,0.744,0.552,0.308,0.6392,0.375,2.34293,3.72629,111.657,89.8071,85.6336,191.524,2.94224,3.65578,6.59801,4.4,15.4,20.4,21.7,1.9,2.2,31.0,1.8,0.448412698412698,0.950897,110.513,85.4075,66.3175,6.5720592498421,18.0,0.3923,0.3923,36.0,0.6952,0.6952,Winthrop,BSth,True,100.6,88.3243,52.86,31.8,1.57605,111.372,90.7679,4.72762,104.654,97.1094,0.702745,5.400000000000006,1.4828000000000117,1.9699999999999989,-12.100000000000001,0.76688,0.2849999999999966,-5.134299999999996,1.8703900000000004,5.859000000000009,-11.701899999999995,0.24815200000000004
Adou Thiero,Wing G,Jr,6-Jun,Arkansas,SEC,51.2,27.5222,1.10870464,25.9,116.1,60.54,2025,0.686,0.605,0.256,0.6797,0.4878,3.89288,3.88499,130.73,97.9252,90.9112,160.318,5.16987,3.93683,9.10669,7.7,15.9,14.0,13.6,2.9,3.4,69.2,3.7,0.545454545,,,,,,17.0,0.4555,0.4555,39.0,0.7292,0.7292,Kentucky,SEC,True,121.5,105.415,57.23,16.1,2.2186,118.865,99.7739,3.55962,122.728,102.658,0.886297,-5.400000000000006,-7.4898000000000025,3.3100000000000023,9.799999999999997,1.67428,11.864999999999995,-8.862700000000004,5.547070000000001,,,
Adrame Diongue,C,So,7-0,San Jose St.,MWC,32.6,16.4231,0.45452936,20.2,92.2,58.85,2024,0.381,0.634,0.0,0.6667,0.4615,0.237952,1.50623,92.8308,105.471,103.647,88.7322,-5.31567,2.34378,-2.9719,9.0,21.7,8.8,29.6,9.5,1.6,51.2,7.6,0.634146341463415,0.372556,104.723,109.579,65.8424,-14.071322019684,10.0,0.3736,0.3736,21.0,0.5687,0.5687,Washington St.,P12,True,88.4,91.9659,55.4,17.9,0.0687568,90.3953,87.2185,0.307298,111.299,98.03,0.811522,3.799999999999997,13.505099999999999,3.450000000000003,2.3000000000000007,0.1691952,2.4354999999999905,16.4285,-3.279198,-6.576000000000008,11.548999999999992,-0.43896599999999997
Adrian Nelson,Stretch 4,Sr,6-8,Youngstown St.,Horz,81.3,32.2059,0.94865313,19.5,119.9,57.3,2023,0.765,0.555,0.349,0.679,0.3404,3.16181,3.06896,115.249,99.2663,102.035,231.112,3.37498,-0.27549,3.09949,10.0,24.0,5.9,10.1,1.7,2.6,23.7,2.4,0.502923976608187,0.527414,110.106,109.06,67.9568,-5.3492405806771,6.0,0.2971,0.2971,7.0,0.3407,0.3407,Northern Kentucky,Horz,True,119.4,95.2537,56.92,17.4,1.78658,110.829,96.9278,1.91014,100.764,101.537,0.478044,0.5,4.012600000000006,0.37999999999999545,2.1000000000000014,1.37523,4.420000000000002,5.107199999999992,1.18935,9.341999999999999,7.522999999999996,0.049370000000000025
Ahamad Bynum,Combo G,Jr,3-Jun,UTEP,CUSA,44.2,19.9034,0.86669889,23.1,106.2,56.27,2025,0.795,0.333,0.433,0.4828,0.2449,1.5454,1.63097,112.448,107.489,107.855,83.54,3.64963,-0.833255,2.81637,0.4,9.5,8.9,11.7,1.2,2.3,20.1,2.4,0.397260274,,,,,,12.0,0.383,0.383,15.0,0.5001,0.5001,DePaul,BE,True,72.4,113.305,37.07,22.7,-0.434733,77.1306,111.657,-8.35769,106.701,104.271,0.565843,33.8,-5.8160000000000025,19.200000000000003,0.40000000000000213,1.9801330000000001,35.31739999999999,-3.8019999999999925,11.17406,,,
Ahamadou Fofana,Scoring PG,Sr,6-1,Maryland Eastern Shore,MEAC,56.0,26.64,1.05084751,16.6,79.8,47.06,2023,0.679,0.371,0.41,0.2857,0.3971,-1.15321,2.49065,75.1368,100.773,103.111,101.877,-5.67035,0.0833485,-5.587,0.8,8.3,17.8,31.1,0.0,2.5,21.9,2.5,0.3828125,0.276025,92.3205,100.395,69.2887,-7.8014319357281,19.0,0.4262,0.4262,12.0,0.345,0.345,Canisius,MAAC,True,92.1,104.408,47.72,18.8,0.518168,90.125,105.449,-2.7333,95.89,105.105,0.258224,-12.299999999999997,-3.635000000000005,-0.6599999999999966,-2.1999999999999993,-1.671378,-14.988200000000006,-2.337999999999994,-2.8537,-3.569500000000005,-4.710000000000008,0.01780100000000001
Ahmad Henderson II,Scoring PG,So,9-May,Illinois Chicago,MVC,60.8,24.5844,1.42629315,24.6,107.7,55.9,2025,0.899,0.444,0.331,0.5385,0.3443,2.11289,2.09918,114.825,107.376,106.896,127.594,0.328588,0.406105,0.734692,1.3,11.6,20.0,17.8,0.0,2.9,48.8,4.0,0.389344262,,,,,,11.0,0.3898,0.3898,14.0,0.4861,0.4861,Niagara,MAAC,True,96.0,108.097,47.09,25.6,1.05946,100.388,113.983,-4.16603,101.511,111.291,0.257717,11.700000000000003,-0.7209999999999894,8.809999999999995,-1.0,1.05343,14.436999999999998,-7.087000000000003,4.900722,,,
Ahmad Rand,C,Sr,6-8,Milwaukee,Horz,47.1,18.8824,0.58060976,18.5,117.1,60.99,2023,0.647,0.635,0.211,0.6897,0.475,1.59674,1.94317,111.647,98.4713,99.5162,142.287,1.05782,2.21021,3.26803,12.2,15.3,5.2,15.7,12.0,2.1,29.1,4.6,0.588571428571429,0.347077,101.286,107.008,71.8601,-6.2719416303427,16.0,0.3641,0.3641,10.0,0.3728,0.3728,Oregon St.,P12,True,101.8,108.718,57.55,19.9,0.999076,107.065,104.468,1.52927,105.318,109.414,0.392027,15.299999999999997,-10.246700000000004,3.440000000000005,-1.3999999999999986,0.5976640000000001,4.582000000000008,-4.951800000000006,1.73876,-4.0319999999999965,-2.406000000000006,-0.04494999999999999
Ahmad Robinson,Scoring PG,Sr,10-May,Mercer,SC,79.6,31.4909,1.25954099,31.9,97.5,52.16,2025,0.733,0.47,0.31,0.5092,0.4112,1.92942,2.77139,107.237,104.856,106.695,202.401,-0.210067,0.432423,0.222356,2.0,14.3,32.0,22.1,0.6,3.1,44.9,3.6,0.411764706,,,,,,11.0,0.3691,0.3691,10.0,0.3889,0.3889,New Hampshire,AE,True,96.8,102.567,50.8,31.7,2.12777,109.216,104.676,-0.11293,97.9934,106.785,0.271294,0.7000000000000028,2.2890000000000015,1.3599999999999994,0.1999999999999993,-0.19835000000000003,-1.9789999999999992,2.0189999999999912,0.335286,,,
Ahmard Harvey,PF/C,Jr,6-7,High Point,BSth,52.0,20.5161,0.80429954,14.5,99.8,53.45,2023,0.433,0.557,0.3,0.6377,0.2632,0.138538,1.71888,89.1505,103.564,105.407,130.728,-1.81289,-0.34304,-2.15593,14.5,21.8,9.6,27.9,5.6,1.3,30.6,4.4,0.530612244897959,0.23788,99.6362,110.252,71.3926,-12.930561352838,10.0,0.3462,0.3462,8.0,0.3566,0.3566,Coastal Carolina,SB,True,17.4,100.423,0.0,8.1,-0.93759,11.7073,102.17,-9.12524,101.107,100.578,0.515068,82.4,3.140999999999991,53.45,6.4,1.076128,77.44319999999999,3.2369999999999948,6.96931,-1.470799999999997,9.673999999999992,-0.277188
Ahmard Harvey,PF/C,Sr,6-7,UNC Wilmington,CAA,14.3,11.6429,0.60002804,12.1,113.1,63.13,2024,0.0,0.688,0.0,0.7857,0.0,0.408027,0.881807,98.7662,107.179,108.555,27.8601,-2.10149,-1.19711,-3.29861,17.8,17.1,6.3,30.9,2.1,1.1,18.8,6.1,0.6875,0.610881,112.782,108.444,65.217,-4.7965228381794,15.0,0.43,0.43,12.0,0.4281,0.4281,High Point,BSth,True,99.8,103.564,53.45,14.5,0.138538,89.1505,105.407,-2.15593,99.6362,110.252,0.23788,13.299999999999997,3.615000000000009,9.68,-2.4000000000000004,0.269489,9.615700000000004,3.1480000000000103,-1.14268,13.145799999999994,-1.8079999999999927,0.373001
Ahmed Essahaty,Wing G,Jr,3-Jun,Southeastern Louisiana,Slnd,17.4,9.0593,1.10004053,13.1,84.1,54.41,2025,0.429,0.5,0.444,0.5833,0.3333,-0.434948,0.649637,74.7365,106.687,109.312,33.5548,-4.93899,-0.909678,-5.84867,3.3,14.4,14.3,38.7,1.2,0.8,25.9,4.2,0.481481481,,,,,,13.0,0.3694,0.3694,11.0,0.3884,0.3884,LIU Brooklyn,NEC,True,91.5,111.578,44.79,12.9,-0.540169,79.8746,117.482,-6.74869,,,,-7.400000000000006,-4.891000000000005,9.619999999999997,0.1999999999999993,0.10522100000000001,-5.138099999999994,-8.170000000000002,0.9000199999999996,,,
Ahmir Langlais,C,Jr,6-8,USC Upstate,BSth,16.2,9.5652,0.687509,22.7,102.0,58.85,2022,0.381,0.621,0.0,0.7143,0.375,0.618473,0.555848,104.608,108.15,110.133,34.267,-1.24106,-1.37887,-2.61992,11.7,15.9,10.5,20.8,4.8,0.6,36.2,5.9,0.620689655172414,0.296836,101.326,109.217,68.4987,-10.607459081248,20.0,0.4629,0.4629,13.0,0.4079,0.4079,Western Carolina,SC,True,89.0,107.604,47.15,18.5,0.0142989,85.6923,107.398,-5.79959,100.031,107.09,0.313438,13.0,0.5460000000000065,11.700000000000003,4.199999999999999,0.6041741,18.9157,2.7349999999999994,3.17967,1.2949999999999875,2.1269999999999953,-0.016602000000000006
Ahmir Langlais,C,Sr,9-Jun,Tennessee St.,OVC,22.6,13.5826,0.46426811,19.6,96.6,55.43,2025,0.25,0.597,0.0,0.6939,0.4286,0.18665,1.19453,93.9165,100.355,105.301,58.7908,-2.93057,-0.371241,-3.30181,10.9,22.0,6.7,23.5,3.8,1.2,31.2,6.0,0.597402597,,,,,,12.0,0.3399,0.3399,7.0,0.28,0.28,USC Upstate,BSth,True,103.4,106.981,53.62,18.9,0.987152,99.8426,107.288,-2.18163,99.2945,108.486,0.265393,-6.800000000000011,-6.625999999999991,1.8100000000000023,0.7000000000000028,-0.800502,-5.926100000000005,-1.9869999999999948,-1.12018,,,
Ahren Freeman,PF/C,Jr,6-7,UT Rio Grande Valley,WAC,48.3,20.8214,0.57446682,19.3,107.5,63.77,2023,0.64,0.647,0.0,0.6783,0.4762,1.40266,1.63693,106.572,106.838,106.659,111.781,-0.446638,-0.481841,-0.928479,8.9,22.1,9.0,22.9,1.1,1.2,53.6,5.6,0.628571428571429,0.300985,102.265,110.039,72.493,-10.417480012693,12.0,0.2864,0.2864,14.0,0.4486,0.4486,New Orleans,Slnd,True,88.0,101.931,60.65,19.6,-0.118997,83.1935,106.131,-5.34873,97.4467,107.653,0.24132,19.5,4.9069999999999965,3.1200000000000045,-0.3000000000000007,1.521657,23.378500000000003,0.5280000000000058,4.4202509999999995,4.818299999999994,2.3859999999999957,0.059664999999999996
Ahron Ulis,Scoring PG,Sr,3-Jun,Nebraska,B10,24.4,11.1613,3.00019391,17.3,95.7,40.54,2025,0.45,0.421,0.231,0.5,0.32,0.281497,1.25712,97.1646,106.028,98.7968,59.101,-2.26516,1.16717,-1.09798,4.5,9.0,24.5,15.4,0.0,2.5,24.1,3.7,0.361445783,,,,,,16.0,0.449,0.449,34.0,0.7186,0.7186,Iowa,B10,True,99.1,110.392,48.39,15.9,0.86103,98.3294,105.923,-1.3495,119.894,103.894,0.838516,-3.3999999999999915,-4.36399999999999,-7.850000000000001,1.4000000000000004,-0.579533,-1.1648000000000138,-7.126199999999997,0.25151999999999997,,,
Aidan Carpenter,Combo G,Jr,6-5,Sacred Heart,NEC,10.6,27.4,1.12499995,17.7,98.4,53.47,2023,1.0,0.6,0.278,0.6842,0.3333,0.383235,1.54404,91.2612,106.25,112.991,20.9401,-3.3649,-1.957,-5.3219,0.0,4.9,13.2,18.8,0.8,2.1,4.7,2.9,0.465116279069767,0.154899,95.3731,110.535,69.8054,-13.559639922361,11.0,0.3399,0.3399,7.0,0.2562,0.2562,Siena,MAAC,True,88.5,103.847,44.69,26.2,0.592702,94.9025,105.594,-3.08014,97.7868,103.632,0.339032,9.900000000000006,2.403000000000006,8.780000000000001,-8.5,-0.20946699999999996,-3.641300000000001,7.397000000000006,-2.24176,-2.4137000000000057,6.902999999999992,-0.184133
