player,pos,exp,hgt,team,conf,min,mpg,ast_to,usg,ortg,ts,year,ft_pct,two_pct,three_pct,rim_pct,mid_pct,porpag,dporpag,adj_oe,drtg,adj_de,stops,obpm,dbpm,bpm,oreb_rate,dreb_rate,ast,to,blk,stl,ftr,pfr,fg_pct,barthag,adj_o,adj_d,adj_t,wab,nc_elite_sos,nc_fut_sos,nc_cur_sos,ov_elite_sos,ov_fut_sos,ov_cur_sos,previous_team,previous_conference,is_transfer,previous_ortg,previous_drtg,previous_ts,previous_usg,previous_porpag,previous_adj_oe,previous_adj_de,previous_bpm,previous_team_adjo,previous_team_adjd,previous_barthag,change_ortg,change_drtg,change_ts,change_usg,change_porpag,change_adj_oe,change_adj_de,change_bpm,change_team_adjo,change_team_adjd,change_barthag
DeMarr Langford Jr.,Wing G,Sr,4-Jun,Albany,AE,74.6,30.8438,1.22222222,16.7,112.1,54.89,2025,0.483,0.559,0.0,0.6452,0.3538,1.41886,1.99743,103.039,107.83,113.113,164.561,0.264943,-0.546477,-0.281534,9.4,12.3,8.5,13.5,1.9,2.8,39.4,2.2,0.556561086,,,,,,8.0,0.3263,0.3263,7.0,0.2993,0.2993,UCF,B12,True,81.7,101.269,43.48,12.9,-0.406475,77.4892,97.0182,-1.51689,106.571,95.2978,0.783432,30.39999999999999,6.560999999999993,11.410000000000004,3.799999999999999,1.825335,25.549800000000005,16.094800000000006,1.2353560000000001,,,
DeVante' Jones,Scoring PG,Sr,6-1,Michigan,B10,69.9,28.7879,2.12679525,22.1,110.1,55.09,2022,0.792,0.513,0.342,0.6055,0.4,3.40356,3.10993,119.47,103.407,96.2656,167.271,3.03758,1.62107,4.65866,4.6,14.1,29.5,20.1,0.4,1.9,28.3,3.6,0.463235294117647,0.874144,113.894,96.2297,66.4272,0.16406770231255,25.0,0.6441,0.6441,36.0,0.7683,0.7683,Coastal Carolina,SB,True,116.5,91.2232,59.28,24.7,3.99431,119.405,94.2502,6.82742,98.8181,101.139,0.433663,-6.400000000000006,12.18379999999999,-4.189999999999998,-2.599999999999998,-0.5907499999999999,0.06499999999999773,2.0153999999999996,-2.16876,15.075900000000004,-4.909300000000002,0.440481
DeVon Baker,Combo G,Jr,6-2,Tulane,Amer,40.9,18.4615,1.06673602,19.4,90.8,46.12,2022,0.773,0.473,0.245,0.5278,0.4459,0.529231,1.5416,93.7386,105.765,103.102,78.8636,-2.21542,-0.503142,-2.71856,1.7,6.2,6.8,9.3,0.5,2.6,13.5,2.8,0.398773006134969,0.776893,110.776,99.3869,67.9178,-5.1207523813511,12.0,0.4859,0.4859,25.0,0.6324,0.6324,UNC Asheville,BSth,True,113.9,100.358,60.61,23.0,2.32917,115.554,103.547,4.70472,99.4654,107.442,0.291696,-23.10000000000001,5.4069999999999965,-14.490000000000002,-3.6000000000000014,-1.799939,-21.815399999999997,-0.4449999999999932,-7.42328,11.310599999999994,-8.055099999999996,0.48519699999999993
DeVon Baker,Combo G,Sr,6-2,Ohio,MAC,48.4,19.1818,2.19980192,19.7,102.1,44.79,2023,0.757,0.405,0.308,0.4583,0.3826,0.778371,1.45681,98.8158,107.945,107.547,103.113,-1.94169,-0.553688,-2.49537,2.7,10.2,12.0,8.9,0.4,1.9,16.2,3.2,0.37719298245614,0.566236,109.284,106.781,68.0699,-7.6998749806049,14.0,0.4414,0.4414,13.0,0.4334,0.4334,Tulane,Amer,True,90.8,105.765,46.12,19.4,0.529231,93.7386,103.102,-2.71856,110.776,99.3869,0.776893,11.299999999999997,2.1799999999999926,-1.3299999999999983,0.3000000000000007,0.24914000000000003,5.077199999999991,4.444999999999993,0.22319000000000022,-1.4919999999999902,7.394100000000009,-0.21065699999999998
Dean Noll,Combo G,Sr,6-2,Stony Brook,CAA,68.4,27.7714,1.17246997,21.6,97.8,50.79,2024,0.8,0.432,0.364,0.5263,0.391,1.01309,2.15633,99.2447,107.184,107.869,162.07,-1.71741,-0.171045,-1.88845,1.5,10.4,13.8,16.8,0.1,2.4,18.8,3.0,0.404388714733542,0.508405,106.384,106.073,67.4797,-7.9787326741229,22.0,0.4702,0.4702,15.0,0.4603,0.4603,Cornell,Ivy,True,110.8,102.358,56.36,23.0,2.16796,112.803,103.629,2.63936,103.061,104.297,0.465768,-13.0,4.825999999999993,-5.57,-1.3999999999999986,-1.1548699999999998,-13.558300000000003,4.239999999999995,-4.52781,3.3229999999999933,1.7759999999999962,0.04263699999999998
Dean Reiber,Stretch 4,Jr,6-10,Charlotte,Amer,36.9,15.3871,1.64282562,14.4,94.4,43.2,2024,0.692,0.553,0.217,0.7143,0.1,-0.0423223,1.32594,87.7511,106.469,104.718,66.7446,-2.14546,0.444692,-1.70076,5.2,10.1,7.8,11.8,2.6,1.3,13.3,3.8,0.346938775510204,0.671278,108.683,102.14,62.5593,-5.0839098725588,17.0,0.5,0.5,16.0,0.5381,0.5381,Rutgers,B10,True,94.6,95.6279,45.43,17.0,0.132938,92.9014,91.6176,-2.02118,105.383,91.0055,0.843802,-0.19999999999998863,10.841099999999997,-2.229999999999997,-2.5999999999999996,-0.1752603,-5.150300000000001,13.100400000000008,0.32042000000000015,3.3000000000000114,11.134500000000003,-0.172524
Dearon Tucker,C,So,6-10,Indiana St.,MVC,8.9,10.3571,0.75008754,19.2,98.3,48.74,2022,0.75,0.409,0.0,0.4,0.4286,0.402497,0.81995,98.0491,104.0,101.625,19.0974,-2.61159,-0.379219,-2.99081,13.3,18.3,7.8,17.7,4.3,0.6,54.5,5.1,0.409090909090909,0.41591,98.6216,101.577,69.46,-12.261109021155,15.0,0.3768,0.3768,17.0,0.503,0.503,Oregon St.,P12,True,108.2,102.117,64.96,14.7,0.662809,105.316,95.6473,-0.0994211,111.102,96.8199,0.829531,-9.900000000000006,1.8829999999999956,-16.21999999999999,4.5,-0.260312,-7.266900000000007,5.977699999999999,-2.8913889000000004,-12.480400000000003,4.757099999999994,-0.413621
Dearon Tucker,C,Jr,6-10,Cal St. Northridge,BW,45.2,18.0,0.3125,19.5,85.5,43.57,2023,0.724,0.371,0.0,0.4444,0.3117,-0.139251,1.26418,85.0123,107.343,109.093,89.457,-5.33138,-1.62553,-6.95691,7.8,16.1,3.9,18.4,4.4,0.7,41.4,5.8,0.371428571428571,0.168556,94.6609,108.753,65.0826,-19.230317010215,12.0,0.361,0.361,12.0,0.4369,0.4369,Indiana St.,MVC,True,98.3,104.0,48.74,19.2,0.402497,98.0491,101.625,-2.99081,98.6216,101.577,0.41591,-12.799999999999997,3.3430000000000035,-5.170000000000002,0.3000000000000007,-0.541748,-13.0368,7.4680000000000035,-3.9660999999999995,-3.9607000000000028,7.176000000000002,-0.247354
Dedric Boyd,Wing G,Sr,6-4,Tennessee St.,OVC,55.7,22.0938,0.86206135,21.2,103.3,51.3,2022,0.85,0.473,0.345,0.5789,0.4505,1.32081,1.37136,102.487,104.916,109.655,109.608,1.31608,-1.9794,-0.663316,1.4,12.7,7.8,11.0,0.4,1.4,7.2,2.5,0.39568345323741,0.303165,97.979,105.333,67.4104,-13.539052018032,6.0,0.2509,0.2509,9.0,0.3397,0.3397,Illinois St.,MVC,True,94.1,109.56,48.67,24.1,0.745899,99.3303,108.197,-3.6298,98.2182,103.336,0.357975,9.200000000000003,-4.6440000000000055,2.6299999999999955,-2.900000000000002,0.5749110000000001,3.1567000000000007,1.4579999999999984,2.966484,-0.23919999999999675,1.9969999999999999,-0.05480999999999997
DeeJuan Pruitt,Stretch 4,Sr,6-8,Jacksonville,ASun,48.2,19.2581,0.28944361,14.5,93.5,49.94,2024,0.618,0.544,0.185,0.5846,0.3571,-0.407748,1.34504,82.4838,110.126,110.478,98.431,-4.97543,-1.12686,-6.10229,9.8,15.3,3.6,25.6,2.5,1.5,32.1,6.1,0.452830188679245,0.231412,98.8771,109.756,65.8824,-12.062887467709,18.0,0.3701,0.3701,11.0,0.3467,0.3467,SIU Edwardsville,OVC,True,103.3,99.3336,57.06,21.0,1.19903,99.161,102.912,-1.73684,98.7751,106.333,0.299868,-9.799999999999997,10.7924,-7.1200000000000045,-6.5,-1.606778,-16.6772,7.565999999999988,-4.36545,0.10200000000000387,3.423000000000002,-0.06845600000000002
Deivon Smith,Wing G,So,6-1,Georgia Tech,ACC,35.9,19.7083,1.14285714,22.3,86.0,45.6,2022,0.593,0.443,0.278,0.5833,0.3433,0.356733,2.06284,90.686,100.737,96.8191,89.1412,-2.54654,1.10962,-1.43693,5.5,14.5,20.4,23.8,1.0,3.1,20.3,3.7,0.421052631578947,0.579161,100.538,97.7847,68.1088,-8.3252591002341,12.0,0.3966,0.3966,27.0,0.6418,0.6418,Mississippi St.,SEC,True,87.9,97.5943,41.09,18.4,0.389684,90.3123,94.2344,0.327794,106.95,95.0076,0.796027,-1.9000000000000057,3.1426999999999907,4.509999999999998,3.900000000000002,-0.03295099999999995,0.3737000000000137,2.584700000000012,-1.764724,-6.412000000000006,2.7771000000000043,-0.216866
Deivon Smith,Scoring PG,Sr,6-0,Utah,P12,55.1,29.4286,2.69014471,26.8,111.5,54.2,2024,0.677,0.485,0.414,0.5674,0.3523,3.85815,3.52459,126.864,100.723,95.5991,167.058,5.06264,2.9392,8.00183,3.7,18.4,41.9,18.0,1.1,2.2,31.1,2.4,0.468227424749164,0.854673,114.172,97.8705,69.9013,-1.2357287744611,28.0,0.5983,0.5983,30.0,0.7072,0.7072,Georgia Tech,ACC,True,98.1,102.581,43.14,22.8,1.39646,103.557,98.517,4.10436,104.724,102.236,0.568701,13.400000000000006,-1.858000000000004,11.060000000000002,4.0,2.46169,23.307000000000002,-2.917899999999989,3.89747,9.447999999999993,-4.365499999999997,0.285972
Deivon Smith,Combo G,Sr,1-Jun,St. John's,BE,55.6,27.05,2.3674157,20.6,103.4,46.36,2025,0.667,0.393,0.352,0.5,0.2759,1.7153,4.14155,108.206,91.7873,87.2884,170.559,0.943187,4.17868,5.12186,3.8,15.4,24.0,16.7,1.6,3.0,23.2,2.5,0.380073801,,,,,,17.0,0.5271,0.5271,28.0,0.6854,0.6854,Utah,P12,True,111.5,100.723,54.2,26.8,3.85815,126.864,95.5991,8.00183,114.172,97.8705,0.854673,-8.099999999999994,-8.935699999999997,-7.840000000000003,-6.199999999999999,-2.14285,-18.658,-8.310700000000011,-2.87997,,,
Delaney Heard,Combo G,Sr,3-Jun,Kennesaw St.,CUSA,33.9,13.8844,1.78559998,10.2,80.9,34.23,2025,0.5,0.323,0.206,0.3448,0.0,-0.904216,1.17587,71.2819,107.891,107.725,63.3008,-4.62165,1.00647,-3.61517,2.0,5.1,9.4,16.3,0.3,2.5,30.8,2.6,0.261538462,,,,,,13.0,0.4302,0.4302,15.0,0.5198,0.5198,Alabama,SEC,True,117.7,99.7104,68.49,24.7,0.234336,127.136,96.4489,4.74595,116.081,89.0281,0.954842,-36.8,8.180599999999998,-34.26,-14.5,-1.138552,-55.8541,11.2761,-8.36112,,,
Demarcus Sharp,Scoring PG,Sr,6-3,Northwestern St.,Slnd,85.4,34.3939,2.0122343,30.7,112.8,53.19,2023,0.804,0.458,0.547,0.537,0.418,4.13084,2.92583,122.069,102.083,104.555,220.006,4.41049,1.30726,5.71775,3.0,14.7,32.4,13.5,2.6,3.3,25.7,2.8,0.466542750929368,0.374848,103.953,108.681,66.4301,-5.8519450713316,22.0,0.4873,0.4873,11.0,0.3306,0.3306,Missouri St.,MVC,True,100.8,101.187,46.99,18.5,0.917086,97.7314,100.623,-0.182019,112.092,101.774,0.752214,12.0,0.8960000000000008,6.199999999999996,12.2,3.213754,24.33760000000001,3.932000000000002,5.899769,-8.138999999999996,6.9069999999999965,-0.37736600000000003
Demari Williams,Wing G,So,5-Jun,Houston Christian,Slnd,24.2,17.1842,0.66666671,21.1,93.5,45.81,2025,0.882,0.386,0.208,0.4762,0.1333,0.333947,1.35923,95.4033,108.762,108.888,45.1592,-2.71684,-1.29521,-4.01205,8.0,11.7,6.5,16.0,0.7,2.5,42.0,3.3,0.333333333,,,,,,23.0,0.4663,0.4663,13.0,0.4178,0.4178,Oral Roberts,Sum,True,114.1,102.918,56.27,18.8,0.284216,110.222,103.09,-0.414129,111.758,101.635,0.748735,-20.599999999999994,5.843999999999994,-10.46,2.3000000000000007,0.04973099999999997,-14.818699999999993,5.798000000000002,-3.5979210000000004,,,
Demarius Jacobs,Combo G,Sr,6-2,Ball St.,MAC,72.0,28.9333,1.65309504,14.5,112.1,61.79,2022,0.815,0.615,0.338,0.6176,0.6111,1.47894,1.62095,100.19,109.424,111.185,150.462,-0.304776,-0.515564,-0.820341,1.4,11.9,17.7,21.5,1.7,1.4,38.5,3.5,0.50887573964497,0.320665,101.24,108.07,69.9973,-12.196397633386,9.0,0.341,0.341,10.0,0.386,0.386,Saint Louis,A10,True,124.3,99.1777,63.47,13.7,1.52397,115.132,97.7474,3.13649,109.772,95.7015,0.828839,-12.200000000000003,10.246300000000005,-1.6799999999999997,0.8000000000000007,-0.045030000000000125,-14.942000000000007,13.437600000000003,-3.9568309999999998,-8.53200000000001,12.368499999999997,-0.508174
Demetric Horton,Wing G,Jr,6-5,North Carolina A&T,BSth,67.1,26.3438,1.81093234,20.1,112.4,55.34,2022,0.744,0.543,0.355,0.6296,0.48,2.44137,2.08561,111.614,102.433,105.002,151.655,3.83581,0.311816,4.14763,4.6,16.8,16.4,12.3,2.0,2.5,14.6,2.7,0.445692883895131,0.25344,96.4019,105.897,67.7069,-14.503814280606,15.0,0.4344,0.4344,11.0,0.3959,0.3959,Fort Wayne,Horz,True,99.4,106.529,56.44,22.8,0.927804,97.8967,107.955,-0.420805,100.588,110.867,0.246219,13.0,-4.095999999999989,-1.0999999999999943,-2.6999999999999993,1.513566,13.717300000000009,-2.953000000000003,4.568435,-4.186099999999996,-4.969999999999999,0.007221000000000005
Demetrius Davis,Stretch 4,Sr,9-Jun,UNC Greensboro,SC,50.5,19.95,1.18416846,22.4,99.8,49.36,2025,0.769,0.481,0.275,0.58,0.3929,0.702679,1.92863,99.8125,102.972,104.241,106.084,-1.9076,0.605152,-1.30245,5.1,14.2,14.0,17.6,2.8,2.0,28.0,4.2,0.392473118,,,,,,13.0,0.3824,0.3824,10.0,0.3759,0.3759,Chattanooga,SC,True,95.5,107.21,47.61,13.7,-0.170213,85.442,108.919,-3.33124,109.715,108.637,0.528354,4.299999999999997,-4.2379999999999995,1.75,8.7,0.872892,14.370500000000007,-4.677999999999997,2.02879,,,
Demetrius Lilley,PF/C,Jr,10-Jun,La Salle,A10,38.3,19.3462,0.82364638,20.9,104.9,48.24,2025,0.737,0.433,0.321,0.45,0.375,1.19272,1.80132,107.307,105.942,105.307,96.485,0.728913,-1.46232,-0.733411,9.3,23.8,5.5,9.5,1.6,1.6,20.9,3.4,0.384615385,,,,,,14.0,0.4312,0.4312,17.0,0.5208,0.5208,Penn St.,B10,True,126.8,102.555,69.44,14.1,0.973784,119.63,99.4466,1.76769,110.227,99.5745,0.762926,-21.89999999999999,3.3869999999999862,-21.199999999999996,6.799999999999999,0.21893600000000002,-12.322999999999993,5.8603999999999985,-2.5011010000000002,,,
Demond Robinson,Wing F,Jr,6-8,Kennesaw St.,ASun,51.8,20.9,0.34696626,22.5,100.9,55.56,2022,0.559,0.542,0.5,0.6429,0.4688,1.30753,1.58028,102.916,105.992,106.225,105.599,-0.161036,-1.54467,-1.7057,10.3,15.9,4.8,19.5,2.6,2.1,39.5,3.2,0.540697674418605,0.357789,103.637,109.045,66.2508,-11.976158697311,18.0,0.4425,0.4425,13.0,0.4187,0.4187,Murray St.,OVC,True,102.6,98.5055,61.88,15.6,0.675082,93.0377,102.34,-1.26064,103.951,103.101,0.523585,-1.6999999999999886,7.486500000000007,-6.32,6.9,0.6324480000000001,9.878299999999996,3.884999999999991,-0.44506,-0.31399999999999295,5.944000000000003,-0.16579599999999994
Deng Dut,Wing G,Jr,6-4,Southern Utah,WAC,3.9,8.75,1.83333333,15.0,44.9,18.26,2023,1.0,0.2,0.0,0.25,0.0,-1.126,0.675051,41.2084,101.659,101.64,10.9256,-8.90117,-0.414516,-9.31568,0.0,15.1,15.0,35.0,0.0,3.2,20.0,4.6,0.1,0.637753,108.588,103.376,71.5706,-3.7913215591846,16.0,0.4118,0.4118,16.0,0.5097,0.5097,Wyoming,MWC,True,63.5,99.161,23.67,16.8,-0.514863,59.606,99.8313,-6.37498,107.857,97.2852,0.766091,-18.6,2.4980000000000047,-5.41,-1.8000000000000007,-0.6111369999999999,-18.397600000000004,1.8087000000000018,-2.9407000000000005,0.7309999999999945,6.0908000000000015,-0.12833799999999995
Denijay Harris,PF/C,Sr,6-7,Arkansas,SEC,3.7,4.9,1.0,13.3,88.4,44.87,2024,0.375,0.5,0.0,1.0,0.3333,-0.123746,0.401446,81.2987,114.596,106.966,6.56786,-3.38918,-1.69082,-5.08,9.8,11.2,10.2,25.5,2.0,0.0,200.0,3.3,0.5,0.683863,110.047,102.905,70.7404,-4.9331362779533,17.0,0.5364,0.5364,29.0,0.6816,0.6816,Southern Miss,SB,True,103.6,99.9003,57.31,18.6,1.28347,102.28,99.5317,-0.618685,105.782,99.6512,0.665202,-15.199999999999989,14.695700000000002,-12.440000000000005,-5.300000000000001,-1.407216,-20.981300000000005,7.434299999999993,-4.461315,4.265000000000001,3.2537999999999982,0.01866100000000004
Denijay Harris,PF/C,Sr,7-Jun,Southern Miss,SB,83.5,34.4844,0.47619048,24.4,101.1,54.77,2025,0.716,0.512,0.267,0.5959,0.4276,1.89417,3.14303,105.594,103.899,105.537,216.373,0.180422,-0.639622,-0.459201,7.6,24.4,8.1,17.8,4.5,1.0,56.1,2.1,0.47008547,,,,,,13.0,0.4229,0.4229,11.0,0.4147,0.4147,Arkansas,SEC,True,88.4,114.596,44.87,13.3,-0.123746,81.2987,106.966,-5.08,110.047,102.905,0.683863,12.699999999999989,-10.697000000000003,9.900000000000006,11.099999999999998,2.017916,24.295299999999997,-1.4289999999999878,4.620799,,,
Denim Dawson,Wing G,So,6-6,Tennessee St.,OVC,23.1,12.52,0.5333333,11.1,77.2,40.28,2024,0.538,0.423,0.2,0.3636,0.4667,-1.06423,0.780838,64.6338,108.014,113.009,40.2317,-6.1184,-1.21806,-7.33646,3.1,9.9,4.8,23.2,0.4,1.3,31.7,3.9,0.341463414634146,0.242748,97.978,108.166,68.377,-11.396956785962,12.0,0.3264,0.3264,8.0,0.2894,0.2894,Nebraska,B10,True,76.3,105.487,40.87,11.2,-0.863212,69.1903,99.9829,-4.03806,106.017,98.3643,0.702987,0.9000000000000057,2.527000000000001,-0.5899999999999963,-0.09999999999999964,-0.20101800000000003,-4.5565,13.0261,-3.2984,-8.039000000000001,9.801699999999997,-0.46023900000000006
Denver Anglin,Combo G,Jr,1-Jun,Rice,Amer,54.1,21.8781,0.96147691,18.6,108.0,52.65,2025,0.813,0.343,0.371,0.4286,0.3043,1.16688,1.51126,105.331,110.064,111.637,94.549,0.560397,-1.14697,-0.586577,1.0,8.7,8.1,12.0,0.2,1.2,21.2,2.7,0.362831858,,,,,,7.0,0.312,0.312,11.0,0.4373,0.4373,Georgetown,BE,True,71.3,117.388,31.12,15.8,-0.465951,67.4675,114.211,-8.35235,103.494,105.961,0.432661,36.7,-7.324000000000012,21.529999999999998,2.8000000000000007,1.632831,37.8635,-2.573999999999998,7.765772999999999,,,
Denver Jones,Combo G,Jr,6-4,Auburn,SEC,54.7,21.8857,1.48391099,17.5,120.6,60.69,2024,0.863,0.471,0.418,0.5,0.4118,2.41898,2.55238,120.429,102.401,96.9676,113.859,3.73999,1.37154,5.11153,2.9,6.7,10.1,13.0,0.4,1.8,35.7,2.2,0.441964285714286,0.953417,121.011,93.0723,69.9722,5.2113725935136,16.0,0.5311,0.5311,28.0,0.6889,0.6889,FIU,CUSA,True,107.8,106.647,60.7,28.8,3.75439,119.677,104.987,3.40713,102.75,104.863,0.441759,12.799999999999997,-4.246000000000009,-0.010000000000005116,-11.3,-1.33541,0.7519999999999953,-8.01939999999999,1.7044000000000001,18.260999999999996,-11.790700000000001,0.511658
Denzel Hines,PF/C,So,7-Jun,Coastal Carolina,SB,57.6,23.0594,0.88892046,20.4,101.1,50.38,2025,0.706,0.477,0.231,0.5,0.4,0.766117,1.42483,99.3629,110.383,113.955,117.541,-1.43174,-2.24118,-3.67291,9.3,21.1,11.7,17.9,0.5,0.4,49.7,3.9,0.421052632,,,,,,7.0,0.2995,0.2995,8.0,0.3561,0.3561,High Point,BSth,True,91.0,108.738,40.85,12.5,-0.240516,79.12,110.513,-4.89513,114.543,109.731,0.620945,10.099999999999994,1.644999999999996,9.530000000000001,7.899999999999999,1.0066330000000001,20.24289999999999,3.441999999999993,1.22222,,,
Deon Perry,Scoring PG,Jr,8-May,Fairfield,MAAC,49.7,19.9344,1.55267364,24.4,98.8,48.46,2025,0.878,0.383,0.326,0.4545,0.3077,0.801083,0.92044,101.391,113.245,118.437,90.0962,-1.1645,-2.35418,-3.51869,1.4,8.5,19.6,14.0,0.2,2.0,20.0,3.6,0.351020408,,,,,,9.0,0.3698,0.3698,7.0,0.3247,0.3247,Loyola MD,Pat,True,98.5,109.668,51.49,29.3,2.01554,106.089,114.079,-0.840274,93.7918,112.415,0.110776,0.29999999999999716,3.576999999999998,-3.030000000000001,-4.900000000000002,-1.2144570000000001,-4.697999999999993,4.358000000000004,-2.678416,,,
Deon Stroud,Wing G,Sr,6-5,Eastern Washington,BSky,36.7,15.3636,1.03703254,20.3,89.8,45.31,2023,0.577,0.495,0.246,0.6,0.303,0.10959,1.12647,89.3185,107.437,107.767,79.9886,-3.52575,-1.4224,-4.94815,3.0,9.7,9.6,16.0,1.5,1.3,16.0,4.3,0.388888888888889,0.591259,109.919,106.446,68.5162,-4.1653877251231,16.0,0.4786,0.4786,14.0,0.4604,0.4604,Fresno St.,MWC,True,88.2,94.1984,44.04,25.0,0.540647,95.4088,93.4212,-1.46621,105.073,93.5028,0.792755,1.5999999999999943,13.238599999999991,1.2700000000000031,-4.699999999999999,-0.43105699999999997,-6.090299999999999,14.345799999999997,-3.48194,4.846000000000004,12.943200000000004,-0.201496
Deon Stroud,Wing G,Sr,6-5,Texas Southern,SWAC,53.2,21.2727,0.92500614,18.2,97.4,50.36,2024,0.767,0.483,0.308,0.5745,0.381,0.309504,1.55644,92.7657,105.134,109.51,110.918,-1.94737,-1.12609,-3.07345,3.5,13.1,10.1,18.6,1.1,1.4,21.9,3.0,0.387755102040816,0.282818,98.5775,106.885,67.8044,-10.651804146826,33.0,0.6,0.6,14.0,0.3473,0.3473,Eastern Washington,BSky,True,89.8,107.437,45.31,20.3,0.10959,89.3185,107.767,-4.94815,109.919,106.446,0.591259,7.6000000000000085,-2.3029999999999973,5.049999999999997,-2.1000000000000014,0.19991399999999998,3.447199999999995,1.7430000000000092,1.8747000000000003,-11.341499999999996,0.43900000000000716,-0.30844099999999997
Derek Fountain,Wing F,Jr,6-10,LSU,SEC,55.2,23.5161,0.61905817,17.7,115.5,62.3,2023,0.779,0.581,0.348,0.6429,0.2917,2.3232,2.40006,115.701,103.526,99.8182,142.162,1.71904,1.37844,3.09749,10.8,16.4,7.7,19.4,2.5,2.8,54.1,4.6,0.547169811320755,0.545863,105.864,104.184,65.7721,-7.298873473518,10.0,0.4056,0.4056,26.0,0.6345,0.6345,Mississippi St.,SEC,True,97.3,94.7129,43.77,14.9,0.248905,94.1068,90.9989,2.02019,107.648,95.5619,0.797304,18.200000000000003,8.813099999999991,18.529999999999994,2.799999999999999,2.0742949999999998,21.594199999999987,8.819299999999998,1.0773000000000001,-1.7839999999999918,8.622100000000003,-0.251441
Derek Sangster,PF/C,So,7-Jun,UC Davis,BW,1.5,4.125,1.0,12.3,71.3,30.61,2025,0.75,0.0,0.0,0.0,,-0.254929,0.169489,61.8299,113.245,113.197,2.01792,-4.10733,-2.16277,-6.2701,0.0,0.0,0.0,0.0,6.4,0.0,133.3,0.0,0.0,,,,,,14.0,0.422,0.422,13.0,0.4388,0.4388,Princeton,Ivy,True,163.2,110.646,128.21,13.4,0.254679,146.244,112.589,4.26165,114.711,105.712,0.719003,-91.89999999999999,2.5990000000000038,-97.60000000000001,-1.0999999999999996,-0.5096080000000001,-84.41409999999999,0.6080000000000041,-10.53175,,,
Derek Simpson,Combo G,So,3-Jun,Saint Joseph's,A10,74.5,29.9971,2.13561119,19.2,101.8,46.76,2025,0.77,0.392,0.308,0.5062,0.2537,1.24953,2.99006,101.869,103.321,102.848,167.794,-1.07706,0.587724,-0.489334,3.9,10.3,22.0,17.2,0.5,1.9,25.4,2.2,0.350515464,,,,,,13.0,0.425,0.425,16.0,0.5238,0.5238,Rutgers,B10,True,89.8,97.8521,40.81,22.0,0.655961,95.8581,92.376,1.11916,98.3404,92.0975,0.680105,12.0,5.468900000000005,5.949999999999996,-2.8000000000000007,0.593569,6.010900000000007,10.471999999999994,-1.6084939999999999,,,
Dericko Williams,PF/C,Jr,6-7,Old Dominion,SB,51.7,20.6774,0.32557133,19.7,93.3,46.92,2023,0.654,0.412,0.0,0.5169,0.2542,0.446542,2.22027,93.453,97.7924,98.2908,126.065,-3.57936,0.334053,-3.24531,11.7,18.9,4.6,20.3,5.0,1.7,54.7,6.0,0.412162162162162,0.447954,101.235,103.091,64.8475,-5.8984733658255,12.0,0.4429,0.4429,13.0,0.4787,0.4787,UNC Greensboro,SC,True,60.6,94.6161,37.74,30.6,-0.414579,65.5259,95.8421,-15.3933,101.912,97.5289,0.623765,32.699999999999996,3.1762999999999977,9.18,-10.900000000000002,0.861121,27.92710000000001,2.4487000000000023,12.14799,-0.6770000000000067,5.562100000000001,-0.175811
Derin Saran,Wing G,So,4-Jun,Stanford,ACC,1.4,4.06,1.00000001,3.2,264.9,150.0,2025,0.0,0.0,1.0,,,1.6519,0.170498,207.033,112.315,119.677,2.46025,1.94314,-0.565532,1.37761,5.7,12.0,8.3,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,14.0,0.4465,0.4465,24.0,0.612,0.612,UC Irvine,BW,True,112.0,97.6771,56.39,25.9,2.02196,119.446,98.1776,5.02429,108.831,100.111,0.723198,152.89999999999998,14.637900000000002,93.61,-22.7,-0.37006000000000006,87.58699999999999,21.49940000000001,-3.64668,,,
Derrian Ford,Wing G,So,6-3,Arkansas St.,SB,70.9,29.25,1.43237993,16.8,115.1,53.92,2024,0.746,0.451,0.376,0.4741,0.3571,2.07078,1.71967,109.05,113.634,113.575,148.385,1.96703,-1.80889,0.158136,5.5,11.0,8.9,11.9,0.1,1.1,22.6,2.0,0.410828025477707,0.589584,112.75,109.254,68.0832,-9.0303499281987,21.0,0.5275,0.5275,15.0,0.4819,0.4819,Arkansas,SEC,True,106.4,103.773,54.35,10.5,0.153644,97.1223,98.7598,-1.48528,111.904,93.3488,0.889425,8.699999999999989,9.861000000000004,-0.4299999999999997,6.300000000000001,1.9171360000000002,11.927700000000002,14.815200000000004,1.643416,0.8460000000000036,15.905200000000008,-0.299841
Derrick Butler,Wing G,Sr,2-Jun,Bowling Green,MAC,76.5,31.271,0.83787178,20.6,103.3,52.31,2025,0.703,0.471,0.344,0.5238,0.3654,1.18884,1.954,100.597,111.612,113.998,140.546,-0.798404,-1.66207,-2.46047,2.1,10.7,6.6,10.8,0.9,1.4,28.4,2.9,0.40625,,,,,,10.0,0.3175,0.3175,9.0,0.3423,0.3423,Central Michigan,MAC,True,106.8,106.161,53.35,19.5,1.49364,104.379,108.684,-0.325706,95.8911,103.646,0.290208,-3.5,5.450999999999993,-1.0399999999999991,1.1000000000000014,-0.3048000000000002,-3.7820000000000107,5.314000000000007,-2.134764,,,
